,Author,Level Name,Difficulty,Ratings,Size (MBs),Downloads,Release Date
645,Mr XY,BtB2015 - To Atlantis,challenging,9.55,107,5716,11-Oct-2015
646,Chronicles5,BtB2015 - Arcadian Dream,challenging,9.29,112,3955,11-Oct-2015
647,JesseG,"BtB2015 - That was Then, This is Now",,7.90,86,1939,11-Oct-2015
648,IvanTRFan,BtB2015 - The Labyrinth of the Minotaur,,7.50,100,1980,11-Oct-2015
649,tombraiderxii,BtB2015 - Khalepa Ta Kala,,9.03,102,2990,11-Oct-2015
650,Ludo Haruspex,BtB2015 - Remnants of a Nemesis,,8.16,98,1935,11-Oct-2015
651,TrueRaider,BtB2015 - A Big Fat Greek Adventure,medium,8.68,99,2270,11-Oct-2015
652,Joel,BtB2015 - Sanctuary of Chaos,,8.06,92,2025,11-Oct-2015
653,Mman,BtB2015 - Beyond the Labyrinth,,9.17,114,3104,11-Oct-2015
654,Jesus C.Croft,BtB2015 - The Greek Files,,8.52,153,2777,11-Oct-2015
655,OverRaider,BtB2015 - Stairway to Hell,easy,9.18,93,3347,11-Oct-2015
656,Amethyste,BtB2015 - Kolonakis Square,,7.72,88,1858,11-Oct-2015
657,constantine,BtB2015 - The Horn of Amalthea,,6.36,73,1688,11-Oct-2015
658,Loch,BtB2015 - Myth,,8.69,103,2520,11-Oct-2015
659,Ader,BtB2015 - Dionysian Rite,challenging,8.74,80,1992,11-Oct-2015
660,MarciderFan,BtB2015 - City of Sands,,6.00,83,1635,11-Oct-2015
661,Bojrkraider,BtB2015 - The Secret of Rhodes Island,medium,8.23,102,2373,11-Oct-2015
662,LOTRKingluis,BtB2015 - Eurybias Gift,,7.49,94,1951,11-Oct-2015
663,m.julien,BtB2015 - The Path to Olympus,,9.08,90,2848,11-Oct-2015
664,Tolle87,BtB2015 - The Tale of Three Brothers,,8.35,87,1975,11-Oct-2015
665,Coco Gamer,Hardcore Level Project,,1.29,17,1306,24-Sep-2015
666,TimJ,Captain Alban Olympics,,8.13,40,2694,01-Sep-2015
667,Raider X,Jungle Ruins 5 - Revelation,challenging,9.33,157,5408,28-Aug-2015
668,GMac,Jungle Ruins 5 - Revelation,challenging,9.33,157,5408,28-Aug-2015
669,Nick21,The Forgotten Scepter,,5.35,63,2231,13-Aug-2015
670,Bigfoot,The Bloody Sun,medium,9.40,103,6590,13-Aug-2015
671,GMac,The Lake of Stars,,8.75,56,2671,11-Aug-2015
672,rufierto,Neptunes Lost Palace,medium,8.05,55,4009,09-Aug-2015
673,Kyle,Home Sweet Home 2,very challenging,3.93,129,3408,04-Aug-2015
674,AgentXP,One Room Challenge - Secrets of Babylon,medium,8.22,153,4331,26-Jul-2015
675,tombraiderxii,One Room Challenge - Search for the Lost Scepter,,7.95,57,2620,26-Jul-2015
676,MBog,One Room Challenge - So many Memories,,3.69,115,2840,26-Jul-2015
677,rufierto,One Room Challenge - Mars Orbiter,,7.56,38,2511,26-Jul-2015
678,teme9,One Room Challenge - The Frozen Throne,medium,9.06,169,7327,26-Jul-2015
679,Seth94,Relics of Power (Part 2),medium,8.50,166,4355,17-Jul-2015
680,Richard Lawther,Shalebridge Murder Mystery,medium,9.70,152,9887,08-Jul-2015
681,Gabriel Oliveira,Tomb Raider Salvation (Part 2) - Treasure Island,,8.06,419,8488,27-Jun-2015
682,Mr XY,Aqua Sanctuary,challenging,9.38,33,5744,27-Jun-2015
683,sonnyd83,Parisian Catacombs,medium,8.42,114,4211,23-Jun-2015
684,kettie,Visit to Cambodia,,8.52,61,3651,08-Jun-2015
685,Adriel,The Discovery - Episode I - On the Trail,,8.50,200,5905,08-Jun-2015
686,levyhgb,Recovering the Scion - Part 1 & 2,easy,7.82,52,4414,19-May-2015
687,DJ Full,Aspidetr Easter Time 2015 - The Eggining,easy,7.87,53,3394,06-Apr-2015
688,Greywolf,Aspidetr Easter Time 2015 - Flowers,medium,8.36,61,3245,02-Apr-2015
689,Talos,Aspidetr Easter Time 2015 - Road to Olympia,,7.73,46,2660,30-Mar-2015
690,Max,Ancient Artifact II,challenging,9.58,544,18006,21-Mar-2015
691,Alex Chap,Laras 2D Adventure II,,7.39,245,5910,03-Mar-2015
692,Samu,Lost City of Ubar,,7.81,127,4084,17-Feb-2015
693,The Mark,The Catacombs of Anubi,medium,8.07,190,6963,05-Feb-2015
694,Leona,The Base,,1.59,16,2362,23-Jan-2015
695,Xopax,Tomb Raider Anniversary II (Demo 2),easy,7.53,92,13984,17-Jan-2015
696,SrDanielPonces,Tomb Raider Anniversary II (Demo 2),easy,7.53,92,13984,17-Jan-2015
697,Seth94,Relics of Power (Part 1),medium,8.35,166,5184,13-Jan-2015
698,Talos,Parrots Cove,,8.54,53,3469,06-Jan-2015
699,Sarikman,Poseidons Sanctum Reboot,challenging,9.21,286,9551,04-Jan-2015
700,Lara Deselegante,Tomb Raider 2013 - Level Editor Project,,6.01,212,6710,02-Jan-2015
701,Martini,20x20x20 Challenge - Expedition Deep Freeze,challenging,8.90,49,4477,26-Dec-2014
702,tombraider1703,20x20x20 Challenge - Palace of Himeros,medium,8.77,60,3957,26-Dec-2014
703,AoDfan,20x20x20 Challenge - Traps Galore,challenging,8.30,43,2866,26-Dec-2014
704,AgentXP,20x20x20 Challenge - Return to Nevada,challenging,8.38,66,4014,26-Dec-2014
705,tombraiderxii,Un Luogo Solitario (Teaser),,7.69,92,3245,26-Dec-2014
706,October,An Icy Christmas,medium,8.23,40,5880,22-Dec-2014
707,mugs,LB Advent Calendar 2014 - Spriggans Heart,,8.42,58,3070,21-Dec-2014
708,Talos,LB Advent Calendar 2014 - Fireworks,medium,7.77,43,3754,19-Dec-2014
709,Osvaldo,Egyptian Valley,,6.02,123,3189,19-Dec-2014
710,Gabriel Oliveira,Another Christmas Night,medium,8.32,68,3835,16-Dec-2014
711,Mr XY,LB Advent Calendar 2014 - Tibetan Winter Remake,medium,9.77,156,8720,07-Dec-2014
712,Raildex,Egyptian Ruins,,7.80,23,3024,27-Nov-2014
713,Tcake,The Mystery of the Aqueduct,,5.98,113,3042,22-Nov-2014
714,Caesum,Forgotten Remnants,challenging,9.03,90,8318,08-Nov-2014
715,LGG_Production,Tomb Raider Events - The Haunted House,,8.32,59,4417,01-Nov-2014
716,Francesco Venco,Frozen Past,very challenging,9.44,74,6521,31-Oct-2014
717,IvanTRFan,The Asylum,,7.31,175,3744,31-Oct-2014
718,levyhgb,Escape from the Base,medium,7.11,11,2783,26-Oct-2014
719,Ram16,Pachamama,,8.60,94,3449,25-Oct-2014
720,911,The Great Egyptian Wall,,5.09,31,2642,17-Oct-2014
721,Raider X,Jungle Ruins 4 - Darkness Rising,challenging,9.45,167,6503,15-Oct-2014
722,GMac,Jungle Ruins 4 - Darkness Rising,challenging,9.45,167,6503,15-Oct-2014
723,rowadie,Beyond the Shades (Demo),,9.37,79,4205,05-Oct-2014
724,Xopax,Tomb Raider Anniversary II (Demo),,6.76,47,8080,02-Oct-2014
725,SrDanielPonces,Tomb Raider Anniversary II (Demo),,6.76,47,8080,02-Oct-2014
726,vinraider,Another Business Day,challenging,9.00,52,5049,24-Sep-2014
727,justin,Horizons - The Darkhouse (Demo),medium,8.00,70,3070,11-Sep-2014
728,sonnyd83,1943: The Black Diamond,,9.06,87,5854,05-Sep-2014
729,Mr XY,Emporia (Demo),challenging,9.18,57,4350,04-Sep-2014
730,OverRaider,Calm before the Storm,challenging,9.32,68,4580,01-Sep-2014
731,Angea,Sonne,,6.54,25,2274,29-Aug-2014
732,LaraHCroft91,Tomb Raider - The Resurrection,,9.00,787,19487,29-Aug-2014
733,Potter,The Egypt Temple (Der Aegyptische Tempel),,4.44,23,1591,21-Aug-2014
734,GMac,Emerald Dreams,,9.23,126,5924,18-Aug-2014
735,Billy Jordan,Gameplay Killer,,0.37,13,1725,09-Aug-2014
736,911,Adventures of Lara Croft,,6.50,57,3488,08-Aug-2014
737,CelticGuard,Behind Closed Doors,medium,8.49,50,4109,08-Aug-2014
738,Bigfoot,BtB2014 - Shambhala's Pathfinder,,9.15,89,4607,02-Aug-2014
739,rufierto,BtB2014 - The Eternal Springs of Yasovarman I,,7.99,89,2201,02-Aug-2014
740,Sabatu,BtB2014 - Shangri-La,,7.96,95,2602,02-Aug-2014
741,A_De,BtB2014 - Fire Path,,8.38,89,2011,02-Aug-2014
742,Greywolf,BtB2014 - The Devil and the Deep Dark Jungle,,8.28,92,2356,02-Aug-2014
743,Marksdad,BtB2014 - Paradise Gained,,6.68,86,1935,02-Aug-2014
744,Jose,BtB2014 - The Princess and the Foreigner,,7.69,88,2153,02-Aug-2014
745,Jesus C.Croft,BtB2014 - From Cambodia with Love,challenging,9.10,98,3247,02-Aug-2014
746,Amethyste,BtB2014 - An unexpected Adventure Phimai,,8.73,93,2045,02-Aug-2014
747,Ader,BtB2014 - Eyes of the Tiger,,8.82,90,2244,02-Aug-2014
748,Mman,BtB2014 - Quest for the Soma,,9.08,90,2728,02-Aug-2014
749,Tombraider95,BtB2014 - Submersion of Angkor,,9.48,99,5967,02-Aug-2014
750,Blacksheep,BtB2014 - Sumeru Illusion,,8.11,91,1926,02-Aug-2014
751,Lara Croft,BtB2014 - Above the Khmer Islands,,8.41,89,2101,02-Aug-2014
752,mugs,BtB2014 - Banteay Kdei,,7.71,91,2231,02-Aug-2014
753,Tolle87,BtB2014 - Cemetery Gates,,7.21,92,2071,02-Aug-2014
754,Thierry  Stoorne,BtB2014 - Fight for the Right to...,challenging,8.70,89,2211,02-Aug-2014
755,DJ Full,BtB2014 - Marahatanahaduhashitva,,8.81,89,2911,02-Aug-2014
756,Juanse,Black Phoenix (Demo),easy,3.93,31,2348,31-Jul-2014
757,Gabriel Oliveira,Tomb Raider Salvation (Part 1) - Prologue,easy,7.80,419,11499,31-Jul-2014
758,Leonvdn,The Skribblerz Stonez 5 - Trials of Amojan,,9.23,140,5049,12-Jul-2014
759,GMac,The Skribblerz Stonez 5 - Dhama's Rest,,8.06,140,3216,12-Jul-2014
760,Dhama,The Skribblerz Stonez 5 - Dhama's Rest,,8.06,140,3216,12-Jul-2014
761,Aza,The Skribblerz Stonez 5 - Skull Island,,8.96,140,3458,12-Jul-2014
762,GMac,The Skribblerz Stonez 5 - Temple La Rochelle,,8.38,140,3007,12-Jul-2014
763,Lakota,The Skribblerz Stonez 5 - The Lost World,,8.77,140,3619,12-Jul-2014
764,Colin Benson,Shipwreck Ithaca,,8.34,51,3133,06-Jul-2014
765,Alex Chap,Lara at the Games - Bubsy 3D,,6.19,143,3627,03-Jul-2014
766,Sabatu,The Journey,,8.11,52,3369,29-Jun-2014
767,Gabriel Oliveira,Land Beyond Dreams,easy,8.39,299,8153,29-Jun-2014
768,Adriel,Icy Paradise,easy,8.82,99,4825,29-Jun-2014
769,MBog,Hollywood Mini Adventures - Egypt,,1.30,23,1920,17-Jun-2014
770,VoodooChild97,Journey to the East - Chapter 1,,7.70,46,2273,17-Jun-2014
771,Franky,Enigma,,5.07,145,3179,15-Jun-2014
772,DCW123,Tomb Raider - Final Chronicle,,3.88,181,4127,08-Jun-2014
773,Alex Chap,The Desert of Despair,,6.83,186,4271,01-Jun-2014
774,Eelkemama,Laras Adventure Remake,,8.32,86,3509,30-May-2014
775,Trent Kurtis,Quirks of Time - Part 1: The Building,medium,8.46,55,4316,12-May-2014
776,Xopax,The Golden Glove,,6.38,59,4059,06-May-2014
777,SrDanielPonces,The Golden Glove,,6.38,59,4059,06-May-2014
778,Psiko,HyperSquare,,9.82,"3,991",16489,21-Apr-2014
779,Greywolf,Aspidetr Easter Time 2014 - On the Paths of Forest,,8.33,93,4318,14-Apr-2014
780,raidertom,The Old Spire,challenging,8.93,75,4431,31-Mar-2014
781,Lara_Fox_Croft,Search for the Golden Elephant - Part 2: Inside Valek Ruins,,9.01,212,5899,25-Mar-2014
782,tombraider1703,The Buried Temple,,7.97,39,2744,15-Mar-2014
783,Quasar,Wreck of the Blue Storm,challenging,9.43,119,9143,14-Mar-2014
784,MBog,Hollywood Mini Adventures - Survivor,,2.51,28,2641,05-Mar-2014
785,IvanTRFan,Return to the Tomb of Tutankhamun,medium,7.66,49,3671,05-Mar-2014
786,Alex Chap,Laras 2D Adventure,,6.43,169,5035,28-Feb-2014
787,Tombraider95,Tomb Raider - The Crystal Skulls - Part 2,,9.32,137,7031,23-Feb-2014
788,Matie,Tomb Raider - The Crystal Skulls - Part 2,,9.32,137,7031,23-Feb-2014
789,Raider99,The Scion,,8.34,54,5736,14-Feb-2014
790,GMac,Jungle Ruins - The Return,,9.04,173,3847,10-Feb-2014
791,Quentin,Merveillous Mix 2,,1.48,19,1518,02-Feb-2014
792,Quentin,Merveillous Mix,easy,1.75,17,1931,27-Jan-2014
793,Uzi Master,Tomb Raider: The Little Things - Prologue,,7.86,80,3170,20-Jan-2014
794,Jose,Searching for the Holy Grail,medium,8.62,74,3361,18-Jan-2014
795,MBog,Hollywood Mini Adventures - Alien Escape,easy,3.65,15,1964,17-Jan-2014
796,MBog,Hollywood Mini Adventures - Jungle,easy,3.90,14,1768,16-Jan-2014
797,Adriel,The Forgotten Tale,,8.04,163,7208,11-Jan-2014
798,Gabriel Oliveira,The Forgotten Tale,,8.04,163,7208,11-Jan-2014
799,dissonant mind,Willard Asylum,,7.22,38,2781,11-Jan-2014
800,MBog,Laboratory,easy,2.38,18,1893,31-Dec-2013
801,Bigfoot,English Countryside,medium,5.39,29,3470,29-Dec-2013
802,Raidermatty,LB Advent Calendar 2013 - Three Ghost Stories,,8.84,214,6108,23-Dec-2013
803,Eelkemama,LB Advent Calendar 2013 - Laras Adventure,,7.82,81,2752,15-Dec-2013
804,mugs,LB Advent Calendar 2013 - The Pocket Watch,easy,7.34,112,3876,09-Dec-2013
805,SaifAhmed777,The Escape,,5.14,26,1948,04-Dec-2013
806,Alex Chap,Escape from the Military Base v2,,4.96,110,2924,15-Nov-2013
807,MagPlus,Tomb Raider Redemption,challenging,9.82,154,14438,01-Nov-2013
808,Lynus,Hogwarts Ruins,,8.52,201,6935,01-Nov-2013
809,Tr1997,The Golden Artifact,,4.17,55,3356,01-Nov-2013
810,mathew9r,Halloween Nightmare,,1.61,21,2646,01-Nov-2013
811,Raildex,The Search for the Ankh,,8.29,26,3141,29-Oct-2013
812,Marcos,The Chalice,,9.12,56,3546,29-Oct-2013
813,Seth94,Search for the Golden Mask,,8.44,109,5697,17-Oct-2013
814,Level NextGen,Aqua Sahrym,,9.57,186,9181,28-Sep-2013
815,Kosmos,Aqua Sahrym,,9.57,186,9181,28-Sep-2013
816,Thierry  Stoorne,Aqua Sahrym,,9.57,186,9181,28-Sep-2013
817,LOTRKingluis,The Golden Cross,,7.73,165,4282,22-Sep-2013
818,Professor,Willie's Heartbreak Hotel,,6.91,102,4140,12-Sep-2013
819,Adriel,Vacation Home (Christmas Mission Bonus Level),medium,7.82,59,4410,12-Sep-2013
820,Bigfoot,Relic,,9.00,86,6160,12-Sep-2013
821,Tr1997,The Last Emperor,,3.25,73,3477,10-Sep-2013
822,Alex Chap,The Villa of Remembrance (Demo),,3.73,145,3077,09-Sep-2013
823,DJ Full,20 MB of Trash,,7.94,81,3688,09-Sep-2013
824,Tr1997,Opera,,2.68,49,2740,27-Aug-2013
825,Tr1997,Maria Doria,,2.33,49,2797,27-Aug-2013
826,Tr1997,Out Monastery,,2.25,49,2373,27-Aug-2013
827,Marksdad,Twenty-minute-tales 4: Bartoli's Last Stand,,6.94,33,2628,24-Aug-2013
828,Cory Smith,Twenty-minute-tales 3: There and Back again,,7.64,47,2720,24-Aug-2013
829,Tr1997,Fake Dagger,,2.88,66,3355,19-Aug-2013
830,Talos,Legend of Triton,,7.54,95,6676,17-Aug-2013
831,GMac,Catacombs of the Guardian NG,,8.08,349,7588,15-Aug-2013
832,Alex Chap,Escape from the Military Base,,2.38,39,2320,06-Aug-2013
833,Tombraider95,20x20x20 Challenge - Mini Adventures - India,medium,9.05,52,5514,03-Aug-2013
834,Raider99,20x20x20 Challenge - Ankh Curse,medium,8.24,60,3403,03-Aug-2013
835,Klona,20x20x20 Challenge - Lara's Mansion,medium,7.75,35,4328,03-Aug-2013
836,AoDfan,20x20x20 Challenge - Mask of Enoemos,medium,7.30,38,3672,03-Aug-2013
837,Lakota,Braveheart's Sword,easy,9.25,427,11413,01-Aug-2013
838,Angea,Psychedelic Dream,,7.17,30,3233,24-Jul-2013
839,GameGlitcher77,Secrets of Palace Midas (Demo),,6.83,39,2771,19-Jul-2013
840,Leonvdn,The Skribblerz Stonez 4 - Dragon of Alexandria,challenging,9.18,163,3950,22-Jun-2013
841,rufierto,The Skribblerz Stonez 4 - The Hall of Time,medium,8.20,163,2598,22-Jun-2013
842,GMac,The Skribblerz Stonez 4 - The Museum II,medium,7.91,163,2563,22-Jun-2013
843,Aza,The Skribblerz Stonez 4 - Mayan Legends,medium,7.80,163,2913,22-Jun-2013
844,Raidermatty,Tomb Raider - League of the Dragons,,8.53,299,8065,19-Jun-2013
845,Leoc1995,Folklorist Diary III - Chronicles of Terabithia,,6.59,99,2971,13-Jun-2013
846,Sponge,The Forgotten Project,,4.21,20,2538,09-Jun-2013
847,Daffy,Wacky,,8.72,58,3043,07-Jun-2013
848,Daffy,Lara's Stroll,,9.21,63,4878,07-Jun-2013
849,Sponge,Dracula's Return,challenging,9.65,306,14762,03-Jun-2013
850,Clara,Dracula's Return,challenging,9.65,306,14762,03-Jun-2013
851,masha,Dracula's Return,challenging,9.65,306,14762,03-Jun-2013
852,Ankhrae,Silence of the Library,,8.54,140,4498,29-May-2013
853,mugs,Ramla,medium,9.00,96,5168,29-May-2013
854,Pascal Scherer,The Golden City,challenging,6.75,24,2170,25-May-2013
855,Rambo,The Quest 2 - The Mysterious Clock,,3.42,21,2010,25-May-2013
856,Sabatu,Tomb Raider - The Scion (Demo),,6.63,40,2757,20-Apr-2013
857,kettie,A Short Adventure,,6.08,54,2721,20-Apr-2013
858,Sinead,Temple of the Mask,,7.23,47,2409,11-Apr-2013
859,911,The Great Wall,,6.33,79,4711,11-Apr-2013
860,Eden95,Russian Mountains,,8.04,58,9889,05-Apr-2013
861,Pascal Scherer,Reach the Top,medium,2.95,16,1906,04-Apr-2013
862,Pascal Scherer,Traps of the Pharao,,3.82,19,1629,02-Apr-2013
863,Pascal Scherer,The Lava Temple,,4.25,21,1639,01-Apr-2013
864,Ader,BtB2013 - Blizzard,,8.52,53,2731,01-Apr-2013
865,Bigfoot,BtB2013 - Summertime Sadness,medium,9.24,73,4024,01-Apr-2013
866,Drakan,BtB2013 - Nordic Challenge,medium,8.76,73,3128,01-Apr-2013
867,Thierry  Stoorne,BtB2013 - Search for the Last Realm of Thor,,8.40,58,2611,01-Apr-2013
868,EssGee,BtB2013 - Hammer of the Gods,,8.84,53,5015,01-Apr-2013
869,Eelkemama,BtB2013 - Save the Dwarves,,7.07,46,2197,01-Apr-2013
870,raidertom,BtB2013 - Leprechauns Hideout,,7.60,58,2365,01-Apr-2013
871,m.julien,BtB2013 - Ultimate Challenge of the Northern Gods,,9.46,74,4338,01-Apr-2013
872,rowadie,BtB2013 - Six Feet Under,,8.26,70,2525,01-Apr-2013
873,masha,BtB2013 - Return to Jerpoint Abbey,,8.25,50,2476,01-Apr-2013
874,kurtisandlara,BtB2013 - Jormungr,,7.89,61,2195,01-Apr-2013
875,eRIC,BtB2013 - Septentrion,,9.52,82,4441,01-Apr-2013
876,jawi,BtB2013 - The Oath of the Icy Tower,,8.67,100,2690,01-Apr-2013
877,MpGrill,BtB2013 - The Cottage in the Valley,,7.71,78,2557,01-Apr-2013
878,IvanTRFan,"BtB2013 - Nidavellir, the Land of the Dwarves",,7.74,65,2296,01-Apr-2013
879,Dino,BtB2013 - Frozen Winston,medium,8.29,54,2357,01-Apr-2013
880,Lara Croft,BtB2013 - The Frozen Fire under the Sea,medium,8.73,104,2867,01-Apr-2013
881,Greywolf,Aspidetr Easter Time 2013 - The Legend of St Galgano,challenging,7.85,72,3440,28-Mar-2013
882,Dnf Productions,The Training - Episode Zero,,9.56,443,9339,22-Mar-2013
883,Ader,Feather of Ma'at,medium,8.75,99,3864,20-Mar-2013
884,Mytly,The Lost City of Varaldun,,9.21,106,5786,20-Mar-2013
885,kevindatsun,Kurtis Trent - Fire and Ice,,5.58,76,2691,16-Mar-2013
886,Mert,Snow of Tibet,medium,3.66,38,2138,16-Mar-2013
887,911,Tomb Raider - The Prophecy,,4.25,112,3917,10-Mar-2013
888,SnakeEater,Scarecrowfield,medium,8.33,38,2861,10-Mar-2013
889,Potter,The Old Mansion (Die Alte Villa),easy,3.15,17,2564,04-Mar-2013
890,God Horus,Tomb Raider - Episode 1,,8.17,71,4102,26-Feb-2013
891,Sabatu,TR3 Remake Demo - The Jungle,,7.16,31,3776,26-Feb-2013
892,PoYu,Prototype,,3.10,22,1617,25-Feb-2013
893,Tom Brood,In the Wrecked Ship,,7.90,50,3185,25-Feb-2013
894,Sabatu,Dinocenter,,6.72,37,3232,22-Feb-2013
895,Nicklander,Laras Holiday Home,,7.17,82,4397,18-Feb-2013
896,Sabatu,Tomb Raider 3 - Crystal of Life,,7.42,161,6481,17-Feb-2013
897,GameGlitcher77,Crystal Mines,challenging,7.41,32,3074,17-Feb-2013
898,Colin Benson,Aiding the Crystalrunner Dwarves,,7.27,25,2480,17-Feb-2013
899,Mert,South America,,3.29,42,2089,15-Feb-2013
900,Tombraider95,Mini Adventures - Tinnos,medium,8.40,41,3377,07-Feb-2013
901,Roli,Tomb Raider Revelations IV - The Curse of the Sword (Demo),medium,9.18,69,10293,28-Jan-2013
902,KcLaan,Arabic Monastery,,7.48,32,3038,27-Jan-2013
903,Nick21,Searching the Artefact,,4.15,28,2060,21-Jan-2013
904,Larabiker301,Golden Hearts - Part 2 (Demo),,6.66,31,1833,20-Jan-2013
905,Shader,Escape from Area 51 - Second Edition,easy,4.88,17,2004,20-Jan-2013
906,Amethyste,The Temple of the Sun,,8.62,59,3572,20-Jan-2013
907,Mert,Mother - Part 1,,2.42,35,2099,16-Jan-2013
908,Ram16,The Path of Fire,,7.52,80,3769,10-Jan-2013
909,Talos,Antas Dungeons,,7.88,75,2905,09-Jan-2013
910,Leoc1995,Folklorist Diary - The Hidden Palace,,4.72,42,2012,30-Dec-2012
911,Marcos,By Compassion,,8.76,49,3165,24-Dec-2012
912,Sponge,LB Advent Calendar 2012 - A Sharp Visit to Denmark,medium,8.81,32,4653,23-Dec-2012
913,Soul,TR Forge Advent Calendar 2012 - Curse of Winter 2 (Demo),,9.22,61,4205,23-Dec-2012
914,Larabiker301,Christmas Special,easy,4.46,32,2572,19-Dec-2012
915,AoDfan,TR Forge Advent Calendar 2012 - The Iris Origin,,8.17,49,2930,19-Dec-2012
916,Piper,TR Forge Advent Calendar 2012 - Somewhere in the Ice 2,medium,8.66,63,3391,14-Dec-2012
917,mugs,LB Advent Calendar 2012 - Christmas Dreams,challenging,8.28,56,3300,12-Dec-2012
918,Ranpyon,LB Advent Calendar 2012 - A little Gift (Remake),,8.82,44,4714,07-Dec-2012
919,Shader,Labyrinth,,1.73,8,1951,05-Dec-2012
920,SnakeEater,The Land of the Snowmen,challenging,7.00,30,2357,03-Dec-2012
921,Eelkemama,LB Advent Calendar 2012 - The Golden Helmet,,8.01,41,3019,02-Dec-2012
922,GMac,The Lake of Fire NG,,8.46,217,4408,15-Nov-2012
923,Bashira,King Arthur Project,challenging,9.53,516,21180,12-Nov-2012
924,Delta,King Arthur Project,challenging,9.53,516,21180,12-Nov-2012
925,PaoloM,King Arthur Project,challenging,9.53,516,21180,12-Nov-2012
926,Seifer Zero,King Arthur Project,challenging,9.53,516,21180,12-Nov-2012
927,Bojrkraider,King Arthur Project,challenging,9.53,516,21180,12-Nov-2012
928,LGG_Production,King Arthur Project,challenging,9.53,516,21180,12-Nov-2012
929,sonnyd83,"A cold, wet Day in Paris",,8.00,43,4913,05-Nov-2012
930,SnakeEater,Treasure Island,medium,7.33,25,2531,03-Nov-2012
931,GMac,Coyote Creek 2,medium,9.76,298,16245,29-Oct-2012
932,Cowboy,Coyote Creek 2,medium,9.76,298,16245,29-Oct-2012
933,EssGee,Coyote Creek 2,medium,9.76,298,16245,29-Oct-2012
934,Titak,Coyote Creek 2,medium,9.76,298,16245,29-Oct-2012
935,Colin Benson,Primordial Catacombs,,6.96,94,3433,15-Oct-2012
936,Colin Benson,Primeval Catacombs,,8.06,96,3549,15-Oct-2012
937,Jungle Raider,The Peridot of Sinooh,,7.54,45,2968,15-Oct-2012
938,Nick21,Theft of the Dagger of Xian,,2.32,45,3383,10-Oct-2012
939,Srdjan Rados,Forgotten Ruins,,7.50,30,2053,08-Oct-2012
940,TRTombLevBauer,Jungle Level,,8.63,89,4016,02-Oct-2012
941,Scoobykah,Laras Shadow - Lara Croft in Trouble - Part 1,,5.64,39,5606,02-Oct-2012
942,Dnf Productions,The Training - Episode Zero (Demo),,7.88,44,3515,28-Sep-2012
943,Tolle87,Riddles of Horus,,6.35,39,2499,27-Sep-2012
944,IvanTRFan,The Mystery of the Pyramid (Demo),,4.45,22,1919,25-Sep-2012
945,Forger,Hidden Relic,,3.43,10,2403,17-Sep-2012
946,Martini,20x20x20 Challenge - A Night at Ardhis Sandscapes,,8.77,36,4246,15-Sep-2012
947,Larafan25,20x20x20 Challenge - The Pearl Palace,,5.32,96,3238,15-Sep-2012
948,Klona,20x20x20 Challenge - The Crystal of Power,,8.01,67,3527,15-Sep-2012
949,Ankhrae,Digsite Complex,,6.12,42,2320,08-Sep-2012
950,911,Tomb Raiders Retold,,5.29,85,4680,25-Aug-2012
951,911,Waverly Hills Sanatorium,,6.04,54,3269,19-Aug-2012
952,Lakota,The Lost Temple of Zeus,easy,8.68,183,6589,15-Aug-2012
953,misho98,The Tropical Stone,medium,8.46,44,3936,04-Aug-2012
954,Potter,Laras House in Germany,easy,3.61,14,3060,04-Aug-2012
955,Bamba,Dangerous Fragments,,7.52,45,2702,01-Aug-2012
956,Potter,The Old Ship,,2.92,17,2192,24-Jul-2012
957,Marcos,The Eggs,,9.33,101,5618,23-Jul-2012
958,Potter,Quarter of Evil - The Tower,easy,3.29,16,1760,22-Jul-2012
959,The Eye of Isis,Lost Lunar Complex,,8.68,25,2744,22-Jul-2012
960,Francesco Venco,Prometheus Legacy,,9.44,103,7048,05-Jul-2012
961,Bigfoot,Harmony Around a Red Star (Prologue) - The Hidden Lair,,9.16,141,5265,01-Jul-2012
962,Jordan,Back to the Croft Manor,,1.88,32,3560,25-Jun-2012
963,Jordan,A Study in Scarlet,,1.87,29,1980,16-Jun-2012
964,Jordan,Jungle,,2.00,25,2251,15-Jun-2012
965,Gabriel Oliveira,Tomb Raider Sanctum,,7.11,80,6065,13-Jun-2012
966,Larabiker301,Golden Hearts,,6.83,122,3283,11-Jun-2012
967,Greywolf,Once Upon A Time,,7.81,110,4223,09-Jun-2012
968,levyhgb,Recovering the Scion Part 1 - Cairo City,easy,7.42,13,3572,08-Jun-2012
969,teme9,The Reflection of Eternity,challenging,9.74,157,15230,08-Jun-2012
970,Drakan,The Lair of Hydras,medium,9.29,58,6786,08-Jun-2012
971,Lara_Fox_Croft,The 13th Floor,,8.47,81,4817,07-Jun-2012
972,Jordan,Egyptian Training,,2.38,30,1775,04-Jun-2012
973,Ram16,Lost Seraph,,8.14,49,3627,01-Jun-2012
974,Larabiker301,Golden Hearts (Demo),,5.40,25,1889,26-May-2012
975,Jordan,Back to Sophias Office,,2.80,52,2408,26-May-2012
976,Tolle87,Chambers of Dust,,5.19,30,1820,22-May-2012
977,Taras,Tomb Raider She,very challenging,9.40,565,17178,19-May-2012
978,Martin Stuchlik,Temple of Jaguar,easy,5.63,9,3022,18-May-2012
979,Yoshi,An Odyssey 2012,,8.79,50,4162,08-May-2012
